user_id,embedding,severity,tag
546,"[0.         0.33880973 0.40506855 1.8480142  0.         0.62514406
 1.0011485  0.         0.         0.         0.6853247  0.31772906
 0.         0.         0.         0.         0.         0.3472874
 0.20793533 0.31915268 0.         0.         0.         2.0620673
 0.         1.2284839  0.         0.39011633 1.1669879  0.68688524
 0.4537266  0.         0.4666303  0.         1.5155656  0.00217342
 0.         0.89030623 1.6215019  0.         0.         0.9679676
 0.16714755 1.2765636  0.         0.30629992 0.         0.944548
 0.6898447  0.         0.4128263  0.7362545  0.         0.
 1.6908798  1.0356815  0.9569166  0.         0.         0.31716505
 0.29565924 0.         0.5964426  0.6248025  0.         1.3556054
 1.4391078  0.         0.08614369 1.158628   0.         0.
 0.97704566 0.         0.4742759  0.09456104 0.34505716 0.
 0.6765776  0.         0.21503885 0.         0.         0.
 0.69306517 1.4765512  0.         0.         0.         0.
 0.         0.07468802 0.7222942  0.         0.3072067  0.5979274
 0.         0.         0.         0.         0.33648866 0.8646277
 0.         0.0506193  0.21998073 1.6707327  0.13113153 0.33244282
 0.         0.         1.0222167  0.         0.         0.
 1.0705776  0.         0.         0.909015   0.38039678 0.
 0.5284328  0.         0.         0.67239463 0.         0.
 0.5346606  0.        ]",1,中度催缴
547,"[0.         0.18391208 0.25110197 1.9964244  0.         0.
 0.         0.3819946  0.         0.         0.8740088  0.5479954
 0.         0.         0.         0.         1.9978508  0.504376
 0.         0.         0.         0.         0.         0.
 0.         0.20297319 1.8007637  0.         0.36710706 0.
 0.22062542 0.7995194  0.         0.         0.9700686  0.
 0.3318606  1.2463894  0.02788568 0.         0.         0.
 0.20307636 0.         0.         0.5248504  0.         0.
 0.65344256 0.         0.         0.70231354 0.10533953 0.15872294
 0.         0.78461355 0.11285558 0.         0.5273186  0.
 0.         0.45215902 0.61317885 0.         0.         0.5861856
 1.4516451  0.         0.31687558 0.72459626 1.6675807  0.
 0.         0.         0.         0.         0.         0.
 0.70188427 0.         0.05472036 0.         0.         0.7817224
 0.         1.6790614  0.         0.19019464 0.         0.6098044
 0.         0.         0.         0.         0.522406   0.
 0.         0.         0.         0.         0.         0.8629053
 0.         0.         0.55416995 1.4022039  0.         0.3473447
 0.         0.         0.         0.         0.91815203 0.
 0.04763654 0.         0.         0.9912132  0.         0.4751647
 0.49854353 0.         0.         0.         0.         0.
 0.2353811  0.05775261]",2,重度追讨
548,"[0.         0.6677372  0.4695938  2.28573    0.         0.
 0.         0.93225056 0.         0.         1.0135605  0.
 0.         0.         0.         0.         0.         0.
 0.33174738 0.         0.         0.         0.         0.
 0.         0.57089454 0.0808229  0.         0.         0.
 0.23802681 0.06119119 0.         0.         1.4760599  0.04594073
 0.15355739 1.0682999  0.         0.         0.         0.
 0.2314844  0.         0.         0.38793623 0.         0.
 0.64410335 0.         0.         0.73607683 0.685532   0.0182097
 0.         1.1908964  0.         0.         0.         0.
 0.         0.         0.58367765 0.         0.         0.5230452
 1.3273177  0.         0.41153884 0.         1.050975   0.
 0.         0.         0.         0.         0.         0.
 0.7257828  0.         0.02260719 0.         0.         2.0260959
 0.         1.5958458  0.         1.0492603  0.         0.
 0.0668034  0.         0.         0.         0.31763524 0.
 0.         0.         0.         0.47844023 0.         0.861114
 0.24664852 0.         0.         1.7185373  0.         0.44768137
 0.         0.23036349 0.         0.         0.87386423 0.
 0.         0.         1.1630876  1.2038321  0.         0.
 0.54919493 0.         0.         0.         0.20854321 0.
 0.         0.        ]",2,重度追讨
549,"[0.         0.         0.         2.526945   0.         0.
 0.         0.         0.07721797 0.         0.38057145 0.
 0.         0.         3.2077875  3.9892645  0.         0.
 0.         2.225987   0.         0.         2.0590267  0.
 0.         0.         0.         0.61734784 0.         0.
 1.3637742  4.1730776  0.         0.         1.6296202  0.
 0.4311001  0.         0.8294344  0.2402711  0.         0.
 0.13444304 1.8539793  0.         2.0877898  0.         0.
 0.8335877  0.         0.         0.93371314 0.         0.
 0.         0.         0.         0.06009018 0.         0.22505102
 0.         0.         0.65385205 0.         0.         0.14724165
 0.8214172  1.2733117  0.         0.         0.         1.3734944
 1.8534387  0.         0.         0.         0.         2.5045655
 0.7720638  0.         0.6841873  0.5279856  0.         0.
 3.009892   0.70341164 0.         0.         0.8608829  0.
 0.         0.         0.         0.         0.         2.4016817
 0.         0.         0.         0.         0.88359153 0.8646634
 1.6952435  0.         0.         0.89581835 0.         0.08790888
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.6977524  0.
 0.6765989  0.         0.         0.         0.866137   0.
 0.         0.        ]",0,轻度提醒
550,"[0.         0.7946584  0.17471327 1.9752854  0.         0.63462275
 1.3473353  0.         0.08783167 0.         0.64023095 0.14782166
 0.         0.         0.         0.17548215 0.         0.09547999
 0.344476   0.7927727  0.         0.         0.         1.9623976
 0.         1.7386055  0.         0.48466623 1.246185   0.38646296
 0.98612916 1.0945091  0.4295881  0.         1.6993257  0.19118944
 0.         0.8593621  1.7508532  0.         0.         1.1154171
 0.1465252  1.8142068  0.         1.1405798  0.         0.91616523
 0.7199334  0.         0.4645694  0.74507004 0.         0.3226344
 1.6498371  1.221009   0.8279555  0.         0.         0.53526044
 0.31180066 0.         0.65492153 0.59874445 0.         2.0231757
 1.4638342  1.1546292  0.14082639 1.0861228  0.         0.
 1.5711479  0.         0.7706441  0.03513902 0.         0.
 0.6776384  0.         0.30154094 0.         0.         0.
 1.6359391  1.5330217  0.         0.         0.06435704 0.
 0.         0.         0.8448691  0.         0.16924587 1.5104401
 0.         0.         0.         0.         0.3105123  0.8638946
 0.         0.         0.         1.7733107  0.         0.35191748
 0.         0.         1.109583   0.         0.         0.
 1.0915498  0.26658058 0.         0.9142447  0.36214447 0.
 0.5392696  0.         0.         1.1883174  0.25106403 0.
 0.32623222 0.        ]",0,轻度提醒
551,"[0.         0.         0.2963367  2.144603   0.         0.
 0.         0.62691873 0.         0.         1.0289146  0.
 0.         0.         0.         0.         2.415865   0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.469466   0.         0.         0.
 0.24388708 0.         0.         0.         0.48785782 0.
 0.82538813 1.0216029  0.         0.09193669 0.         0.
 0.47316253 0.         0.42647898 0.16472168 0.         0.
 0.5504996  0.         0.         0.76452667 1.1663553  0.
 0.         1.1685578  0.         0.         0.0597434  0.
 0.         0.         0.33081707 0.         0.         0.
 1.0546788  0.         0.         0.         3.2145143  0.
 0.         0.         0.         0.         0.         0.
 0.7357826  0.         0.         0.         0.         3.1063485
 0.         1.4535018  0.         1.1425027  0.         0.07435966
 0.105237   0.         0.         0.         0.44758543 0.
 0.         0.         0.         1.1699889  0.         0.86279696
 0.         0.         0.         1.0763326  0.         0.4509043
 0.         0.         0.         0.         0.41553527 0.
 0.         0.         3.3371713  0.9596096  0.         0.
 0.5807867  0.         0.         0.         0.         0.05500901
 0.         0.        ]",2,重度追讨
552,"[0.0000000e+00 5.2411687e-01 4.6289232e-01 1.9559571e+00 0.0000000e+00
 2.3208164e-02 0.0000000e+00 4.4414446e-01 0.0000000e+00 0.0000000e+00
 8.2160395e-01 9.6378636e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.3899367e-01 8.3976632e-01 1.1964790e-01 0.0000000e+00
 5.9096700e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.1512634e-01 1.5663952e+00 1.9457032e-01 8.3448642e-01 0.0000000e+00
 1.5713032e-01 1.0791405e+00 5.3494334e-01 0.0000000e+00 1.4071114e+00
 0.0000000e+00 9.5949635e-02 1.2988516e+00 8.7455016e-01 0.0000000e+00
 0.0000000e+00 9.6623272e-02 1.6139293e-01 0.0000000e+00 0.0000000e+00
 4.9860889e-01 0.0000000e+00 1.2025334e-01 6.4551079e-01 0.0000000e+00
 3.2753450e-01 7.0351529e-01 0.0000000e+00 2.1675152e-01 3.7259510e-01
 8.7757856e-01 5.9451246e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.6976091e-01 6.4975965e-01 2.0907573e-01 0.0000000e+00
 7.7323699e-01 1.5296452e+00 0.0000000e+00 7.9206556e-01 1.3669521e+00
 2.9446197e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.1686580e-01 0.0000000e+00 6.9213057e-01 0.0000000e+00
 6.0718194e-02 0.0000000e+00 0.0000000e+00 1.6775373e-01 0.0000000e+00
 1.6577159e+00 0.0000000e+00 1.9291386e-02 0.0000000e+00 5.5543017e-01
 0.0000000e+00 0.0000000e+00 1.1128321e-02 0.0000000e+00 5.3161311e-01
 7.5158849e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.6287123e-01 0.0000000e+00 1.4912248e-02 6.4029032e-01
 1.7015411e+00 4.2041481e-02 3.4838122e-01 0.0000000e+00 3.8853502e-01
 6.1520296e-01 0.0000000e+00 1.1027118e+00 0.0000000e+00 8.1730717e-01
 0.0000000e+00 0.0000000e+00 1.0836490e+00 0.0000000e+00 7.9806489e-01
 4.9218273e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.4287553e-01 1.8771815e-01]",2,重度追讨
553,"[0.         0.22459556 0.4801158  1.8119888  0.         0.26871338
 0.23756975 0.24929735 0.         0.         0.7887415  0.59968376
 0.         0.         0.         0.         1.0356584  0.86057997
 0.09916776 0.         0.924033   0.         0.         0.
 0.         0.6541811  1.5686787  0.321032   0.97521675 0.39859858
 0.03883928 0.03236521 0.63435173 0.         1.3382796  0.
 0.17878658 1.2776535  1.1896569  0.         0.         0.21984255
 0.17697178 0.07538725 0.         0.20724599 0.         0.48941568
 0.62377745 0.         0.29968512 0.7168528  0.         0.
 0.93280447 0.7822895  0.84305644 0.         0.08771753 0.
 0.         0.76146734 0.6010188  0.4899652  0.         0.48867106
 1.4777515  0.         0.5047438  1.4868053  0.         0.
 0.03308361 0.         0.         0.         0.8509668  0.
 0.68435484 0.         0.00222178 0.         0.         0.
 0.         1.5861953  0.         0.         0.         0.73588216
 0.         0.30662578 0.12604186 0.         0.5476097  0.
 0.         0.         0.         0.         0.         0.86385566
 0.         0.19409925 0.24545802 1.6511157  0.8246662  0.3300934
 0.         0.         0.8114259  0.         0.66473156 0.
 0.8821711  0.         0.         0.9883913  0.03749172 0.75380176
 0.49849984 0.         0.         0.         0.         0.
 0.5161217  0.15131998]",1,中度催缴
554,"[0.         0.21506654 0.32709688 1.9118218  0.         0.
 0.         0.34971082 0.         0.         0.83715546 0.8307786
 0.         0.         0.         0.         1.6646281  0.8229526
 0.         0.         0.61621827 0.         0.         0.
 0.         0.36917636 1.9498233  0.         0.61729926 0.
 0.12514122 1.2020724  0.03665009 0.         1.1236569  0.
 0.25927573 1.2632568  0.43330553 0.         0.         0.
 0.1833265  0.         0.         0.3995298  0.         0.
 0.6505457  0.         0.14697568 0.6956449  0.         0.22015667
 0.         0.7665437  0.4047407  0.         0.39848876 0.
 0.         0.74645007 0.63768166 0.         0.         0.62000453
 1.4961009  0.         0.503905   1.1622735  1.1016862  0.
 0.         0.         0.         0.         0.19063571 0.
 0.6956289  0.         0.07470565 0.         0.         0.3463751
 0.         1.6619684  0.         0.02605829 0.         0.7058202
 0.         0.         0.         0.         0.555058   0.
 0.         0.         0.         0.         0.         0.86297333
 0.         0.         0.76426315 1.5086676  0.         0.33802828
 0.         0.15467465 0.24180059 0.         1.0637051  0.
 0.4788522  0.         0.         1.0165416  0.         0.8524893
 0.49038827 0.         0.         0.         0.         0.
 0.32913274 0.16925693]",2,重度追讨
555,"[0.         0.         0.24994394 2.2132757  0.         0.
 0.         0.68241495 0.         0.         1.0483487  0.
 0.         0.         0.         0.         2.5898736  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.4068412  0.         0.         0.
 0.32658917 0.         0.         0.         0.32678616 0.
 0.99074024 0.9702234  0.         0.14386557 0.         0.
 0.5450758  0.         0.9389093  0.05716075 0.         0.
 0.5255598  0.         0.         0.77877784 1.4024433  0.
 0.         1.2104008  0.         0.         0.02214348 0.
 0.         0.         0.25859413 0.         0.         0.
 0.9495798  0.         0.         0.         3.487629   0.
 0.         0.         0.         0.         0.         0.
 0.7466764  0.         0.         0.00687081 0.         3.6832871
 0.         1.38873    0.         1.3324274  0.         0.
 0.13536358 0.         0.         0.         0.4175483  0.
 0.         0.         0.         1.4878058  0.         0.86293155
 0.0805589  0.         0.         0.9820575  0.         0.4730571
 0.         0.         0.         0.         0.2615615  0.
 0.         0.         4.214629   0.93395424 0.         0.
 0.606059   0.         0.         0.         0.         0.24217057
 0.         0.        ]",2,重度追讨
556,"[0.         0.         0.7054936  1.5269992  0.         0.6241608
 0.6540726  0.         0.         0.         0.7520436  0.38870358
 0.         0.         0.         0.         0.41196617 0.7023449
 0.00887585 0.         1.2727809  0.         0.         1.9547563
 0.         0.6025369  1.4472119  0.19982915 0.8599241  0.93342173
 0.         0.         0.46761551 0.         1.3143622  0.
 0.20636141 0.8373977  1.2705095  0.02289105 0.         0.5519116
 0.19613078 0.2211146  0.         0.         0.         0.7473751
 0.65085393 0.54480684 0.14041828 0.7421666  0.47656575 0.
 1.4067737  0.8276485  1.0758705  0.         0.         0.
 0.18463385 0.9232534  0.49950314 0.57331514 0.         0.34694192
 1.3808782  0.         0.00282143 1.1211507  0.         0.
 0.         0.         0.00266683 0.         1.5323782  0.
 0.676191   0.         0.0522279  0.         0.         0.
 0.         1.3155837  0.479926   0.         0.         1.0783532
 0.         0.93518    0.4664477  0.         0.49434623 0.
 0.         0.         0.         0.         0.31605652 0.86544096
 0.         0.4866506  0.69197255 1.5277262  1.8037066  0.3161303
 0.         0.         0.8341601  0.         0.         0.
 0.98271084 0.         0.         0.8812337  0.33670145 0.61045545
 0.5227097  0.         0.         0.         0.         0.
 0.63929135 0.        ]",1,中度催缴
557,"[0.         0.6605492  0.5339987  1.5539509  0.         0.80201733
 1.7833084  0.         0.05010941 0.         0.6156529  1.2516032
 0.         0.         0.         0.         0.2458789  0.51899314
 0.         0.         0.35097724 0.         0.         1.4994614
 0.         1.8694956  0.         0.         1.1571246  0.70859087
 0.43947226 0.         0.50509965 0.         1.3938451  0.05541918
 0.         0.83038676 1.1862948  0.05679702 0.         1.4895216
 0.1922854  0.57628226 0.         0.31113052 0.         0.9364464
 0.6696474  0.         0.6029384  0.7370548  0.         0.
 1.8672142  1.646878   1.173622   0.         0.13873601 0.
 0.19420922 0.06080336 0.35375828 0.7412846  0.         2.3023307
 1.4812021  0.0143429  0.3272081  1.0988057  0.9946635  0.
 0.48854887 0.         1.4263551  0.         0.9315474  0.
 0.65173835 0.         0.20128728 0.         0.         0.
 0.73908794 1.3533069  0.         0.         0.         1.3778596
 0.         0.         1.0296373  0.         0.4244508  0.
 0.         0.         0.         0.         0.1916615  0.8661046
 0.         0.65196824 1.0331032  1.5635598  0.81838924 0.31468865
 0.         0.         0.6341235  0.         0.         0.
 0.9195421  0.         0.         0.8493922  0.23673555 0.
 0.53818053 0.         0.0946219  1.6205716  0.         0.
 1.1388773  0.22486627]",1,中度催缴
558,"[0.         0.         0.         0.         0.         0.6651992
 0.         0.         2.9576454  0.         0.         1.1782504
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.31569117 0.
 0.         3.3771622  0.         0.         0.         0.
 0.36994874 0.         0.         0.         0.8328312  0.
 0.         0.         0.         2.3180246  0.         0.
 1.9207339  0.         1.6194348  1.6123741  0.         0.
 0.         0.         0.         0.9820453  0.         0.
 0.         0.         0.         0.         0.         0.9405321
 0.         0.         0.         0.         1.9149036  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.38903588 0.         0.         1.6540426
 0.5761533  0.         3.1389518  0.         0.         0.7983819
 0.         0.         0.         0.         0.6948583  0.
 0.         0.         0.3667438  3.0358183  0.         0.
 0.         0.         0.         0.         0.         0.8832371
 0.         0.         0.5421825  0.         0.         0.
 0.         0.36948198 0.         0.         0.         0.
 0.         2.1471267  0.         0.         0.         0.
 0.8939792  0.         2.3706014  1.6136312  0.         0.
 0.         0.        ]",2,重度追讨
559,"[0.         0.15854973 0.5717126  1.7238457  0.         0.28191972
 0.27339718 0.26817858 0.         0.         0.8007718  0.67062557
 0.         0.         0.         0.         1.0154501  0.93867475
 0.05112777 0.         1.3207138  0.         0.         0.
 0.         0.6540015  1.8153275  0.24141486 0.9119229  0.41290066
 0.         0.         0.6223327  0.         1.3401874  0.
 0.18630461 1.2473817  1.0834734  0.         0.         0.19741732
 0.18183666 0.         0.         0.         0.         0.43535903
 0.6155145  0.         0.25951892 0.7199564  0.         0.
 0.81803894 0.84131086 0.8625939  0.         0.04504204 0.
 0.         0.90229833 0.5650182  0.48304254 0.         0.4472734
 1.4704276  0.         0.5043289  1.4651867  0.2003184  0.
 0.         0.         0.         0.         1.0478908  0.
 0.68164873 0.         0.         0.         0.         0.
 0.         1.5477526  0.02736074 0.         0.         1.0138977
 0.         0.27028733 0.13135037 0.         0.5863116  0.
 0.         0.         0.         0.         0.         0.8639971
 0.         0.3560478  0.46864527 1.6484617  1.1253736  0.3274154
 0.         0.         0.7664672  0.         0.68539006 0.
 0.88017356 0.         0.         0.9924638  0.         0.9132255
 0.49943426 0.         0.         0.         0.         0.
 0.55257595 0.30616963]",1,中度催缴
560,"[0.         0.32677424 0.452246   1.906916   0.         0.24164727
 0.23782516 0.29750502 0.         0.         0.7958088  0.47757453
 0.         0.         0.         0.         0.63375545 0.74912107
 0.22634777 0.         0.52799815 0.         0.         0.
 0.         0.7176586  1.1707855  0.39718902 1.0020195  0.3482273
 0.15666337 0.40071386 0.6567404  0.         1.44952    0.
 0.16158721 1.2783774  1.3061209  0.         0.         0.27138713
 0.16774195 0.37249824 0.         0.34291857 0.         0.53670263
 0.63443923 0.         0.3236248  0.71765196 0.         0.
 1.0092295  0.75847656 0.77511567 0.         0.         0.
 0.         0.6086262  0.64668906 0.4695276  0.         0.51782227
 1.478121   0.         0.5142782  1.4559045  0.         0.
 0.2869831  0.         0.         0.         0.54034567 0.
 0.68830216 0.         0.02381489 0.         0.         0.
 0.         1.6174502  0.         0.         0.         0.31060588
 0.         0.24364501 0.15168971 0.         0.4940013  0.22850594
 0.         0.         0.         0.         0.         0.86344546
 0.         0.07649165 0.12032719 1.7257309  0.46094137 0.33998
 0.         0.         0.8999108  0.         0.65431565 0.
 0.9461456  0.         0.         1.0202514  0.02793915 0.5621117
 0.50012213 0.         0.         0.         0.         0.
 0.40883154 0.        ]",1,中度催缴
561,"[0.         0.40308958 0.5030445  1.7354989  0.         0.31529212
 0.49845994 0.22689041 0.         0.         0.7715204  0.82188153
 0.         0.         0.         0.         1.1332481  0.92152745
 0.         0.         1.0858335  0.         0.         0.
 0.         0.8969401  1.3396742  0.20744862 1.0028971  0.38109282
 0.12584443 0.         0.62312615 0.         1.3151293  0.
 0.         1.2644928  1.1003325  0.         0.         0.38894245
 0.18079974 0.         0.         0.3576705  0.         0.5053661
 0.6219854  0.         0.32431602 0.71693134 0.         0.
 1.0282577  0.994114   0.89406335 0.         0.2047348  0.
 0.         0.55195886 0.5499943  0.51999134 0.         0.8737639
 1.4962322  0.         0.590036   1.4728769  0.39157045 0.
 0.         0.         0.16515243 0.         0.9556428  0.
 0.6771957  0.         0.         0.         0.         0.
 0.         1.5685021  0.         0.         0.         1.0325927
 0.         0.         0.24056461 0.         0.56666934 0.
 0.         0.         0.         0.         0.         0.8641509
 0.         0.39200425 0.48304558 1.6290382  0.7436212  0.32930273
 0.         0.         0.7186542  0.         0.6498053  0.
 0.8595125  0.         0.         0.971925   0.         0.60444075
 0.50210655 0.         0.         0.19116409 0.         0.
 0.63863724 0.31297475]",1,中度催缴
562,"[0.         0.         0.66330385 1.5140537  0.         0.64104146
 0.69118214 0.         0.         0.         0.73342735 0.46888703
 0.         0.         0.         0.         0.6860826  0.72352815
 0.         0.         1.2705052  0.         0.         1.9063487
 0.         0.63063717 1.4469602  0.1783032  0.89288443 0.94459045
 0.         0.         0.45821932 0.         1.2427647  0.
 0.15271246 0.8532782  1.2499756  0.03142081 0.         0.5790678
 0.19939215 0.17367297 0.         0.         0.         0.75679857
 0.64905685 0.46137452 0.16866435 0.7396844  0.27744618 0.
 1.4445403  0.8568384  1.1130345  0.         0.0885191  0.
 0.19757265 0.8862973  0.48304373 0.5963466  0.         0.4610564
 1.3891953  0.         0.01306795 1.151582   0.         0.
 0.         0.         0.08177567 0.         1.5928147  0.
 0.67389464 0.         0.06132239 0.         0.         0.
 0.         1.3184114  0.3826741  0.         0.         1.2139217
 0.         0.8960379  0.47215092 0.         0.5034143  0.
 0.         0.         0.         0.         0.3419776  0.8656676
 0.         0.48365426 0.66822165 1.4811202  1.8093603  0.31111312
 0.         0.         0.78918517 0.         0.         0.
 0.9373202  0.         0.         0.85758334 0.36245343 0.59245163
 0.5220386  0.         0.         0.05800039 0.         0.
 0.71040964 0.        ]",1,中度催缴
563,"[0.         0.         0.4128272  1.743981   0.         0.5174309
 0.26661465 0.         0.         0.         0.74939835 0.
 0.         0.         0.         0.         0.5172874  0.5556058
 0.23258397 0.08810166 0.36296397 0.         0.         2.1534474
 0.         0.37980968 0.7718361  0.53897387 0.989396   0.82901907
 0.         0.         0.4002309  0.         1.3114552  0.
 0.3617072  0.9114343  1.6490905  0.         0.         0.25026366
 0.17909878 0.8216469  0.         0.         0.         0.8230681
 0.6671362  0.10672748 0.04511946 0.7360011  0.80352753 0.
 1.5424837  0.4668771  0.93242633 0.         0.         0.22403309
 0.30674988 0.1530247  0.64907575 0.5224136  0.         0.122435
 1.3701819  0.         0.         1.2062724  0.         0.
 0.51852834 0.         0.         0.17351586 0.8928714  0.
 0.68755966 0.         0.07599428 0.         0.         0.
 0.         1.4547107  0.02433825 0.         0.         0.
 0.         1.4725776  0.3033214  0.         0.37406704 0.5267413
 0.         0.         0.         0.         0.45046008 0.86460376
 0.04728541 0.04516613 0.03707467 1.5543935  0.46073622 0.32068557
 0.         0.         1.0255281  0.         0.         0.
 1.0362186  0.         0.         0.8534189  0.47631437 0.
 0.51918423 0.         0.         0.         0.         0.
 0.24459864 0.        ]",1,中度催缴
564,"[0.         0.         0.         2.0721567  0.         0.
 0.         0.         2.3605828  0.         0.         0.
 0.         0.         1.830323   0.81162655 0.         0.
 0.         0.         0.         0.         3.3148758  0.
 0.         0.29851526 0.         0.         0.         0.
 0.         0.         0.         0.         1.6568298  0.
 2.0806127  0.         0.         1.5900018  0.01751876 0.
 0.95890903 0.         2.2073417  0.28327304 0.         0.
 0.5826134  0.         0.         1.5511905  0.         0.
 0.         0.         0.         0.         0.         1.6284117
 0.         0.         0.         0.         0.         0.
 0.         0.3330599  0.         0.         0.         0.957115
 0.         0.         0.         0.         0.         4.33623
 0.8080018  0.         2.3726084  0.5598655  0.         0.
 0.9395249  0.         0.         0.         1.4813564  0.
 0.         0.         0.         1.2343962  0.         1.443401
 0.         0.         0.         0.         1.2883991  0.8770309
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.05599    0.         0.         0.         0.         0.
 0.         0.        ]",2,重度追讨
565,"[0.         0.         0.6285183  1.6260965  0.         0.62466264
 0.78222317 0.         0.         0.         0.7346247  0.3744648
 0.         0.         0.         0.         0.1484237  0.5892433
 0.0821066  0.         0.7743619  0.         0.         1.9882562
 0.         0.82029176 0.7352455  0.25205272 0.9512124  0.8520783
 0.         0.         0.47276077 0.         1.3988764  0.
 0.03037724 0.84926295 1.3771753  0.01365753 0.         0.7007314
 0.18622163 0.5536369  0.         0.         0.         0.8095597
 0.66374093 0.29053152 0.22818746 0.7403696  0.18686995 0.
 1.4932191  0.911368   1.0340601  0.         0.         0.03923407
 0.2140426  0.6314053  0.52901584 0.58825105 0.         0.67661333
 1.3996547  0.         0.03583448 1.1232994  0.         0.
 0.28218043 0.         0.161731   0.         1.1500211  0.
 0.67627704 0.         0.10198097 0.         0.         0.
 0.         1.3636668  0.05890495 0.         0.         0.7031535
 0.         0.62674385 0.55932856 0.         0.43504268 0.
 0.         0.         0.         0.         0.30887923 0.86514777
 0.         0.36771226 0.5755015  1.5865849  1.2835102  0.32294625
 0.         0.         0.8987114  0.         0.         0.
 1.0231702  0.         0.         0.89738023 0.3374283  0.29739016
 0.52499783 0.         0.         0.20070921 0.         0.
 0.6045742  0.        ]",1,中度催缴
566,"[0.         0.         0.6843985  1.5022258  0.         0.62549525
 0.58318985 0.         0.         0.         0.7468512  0.39398032
 0.         0.         0.         0.         0.6985065  0.7440236
 0.         0.         1.3844805  0.         0.         1.9379187
 0.         0.5031625  1.6925241  0.19721104 0.8546705  0.96748435
 0.         0.         0.45568416 0.         1.2348292  0.
 0.26478904 0.84960693 1.2477264  0.02818495 0.         0.48068067
 0.20061076 0.11990064 0.         0.         0.         0.7332528
 0.64616525 0.55808604 0.12031513 0.7406456  0.50523657 0.
 1.3964609  0.77411455 1.1041926  0.         0.05983448 0.
 0.19068635 0.9844921  0.4914057  0.57792425 0.         0.25351858
 1.3774617  0.         0.         1.1484828  0.         0.
 0.         0.         0.         0.         1.66692    0.
 0.6759556  0.         0.04314831 0.         0.         0.
 0.         1.3099344  0.54260504 0.         0.         1.2151258
 0.         1.0893178  0.41647923 0.         0.51353836 0.
 0.         0.         0.         0.         0.34916162 0.8656282
 0.         0.48084855 0.6564054  1.4767604  1.9320862  0.3103032
 0.         0.         0.8005466  0.         0.         0.
 0.9415738  0.         0.         0.8586792  0.36746013 0.6920636
 0.5207707  0.         0.         0.         0.         0.
 0.66678864 0.        ]",1,中度催缴
567,"[0.         0.20813657 0.5051044  1.7689317  0.         0.2876587
 0.29105753 0.23639512 0.         0.         0.7845522  0.68882465
 0.         0.         0.         0.         1.1359919  0.901714
 0.04325891 0.         1.0882328  0.         0.         0.
 0.         0.68267095 1.6646703  0.27086157 0.9663946  0.41275474
 0.         0.         0.63067245 0.         1.3104067  0.
 0.14566998 1.2715133  1.1296121  0.         0.         0.24468586
 0.1803572  0.         0.         0.14507063 0.         0.47394425
 0.6202301  0.         0.3050666  0.71693945 0.         0.
 0.9084416  0.83542055 0.8734416  0.         0.1774013  0.
 0.         0.8232445  0.5759599  0.50249493 0.         0.5461588
 1.4808372  0.         0.51268417 1.4900403  0.18414062 0.
 0.         0.         0.         0.         0.9658624  0.
 0.68184793 0.         0.         0.         0.         0.
 0.         1.5696638  0.         0.         0.         0.9319519
 0.         0.2424457  0.14513302 0.         0.56922746 0.
 0.         0.         0.         0.         0.         0.864031
 0.         0.266773   0.34109724 1.6301394  0.9824695  0.32699266
 0.         0.         0.77167344 0.         0.6694163  0.
 0.86155033 0.         0.         0.9808051  0.02795901 0.8242163
 0.4986737  0.         0.         0.         0.         0.
 0.5792008  0.23959881]",1,中度催缴
