用户编号,电压等级,年月,电费,滞纳金,欠费金额,电量,合同容量,运行容量,缴费次数,行业分类
710,交流10kV,202112,1303.02,1.30,1304.33,2284.80,80.00,80.00,1,十一、公共服务及管理组织
493,交流10kV,202001,14289.44,0.00,0.00,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202002,11620.43,0.00,0.00,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202003,9307.30,0.00,0.00,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202004,11369.50,0.00,0.00,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202005,11200.70,0.00,0.00,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202006,11789.24,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202007,11761.91,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202008,12208.98,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202009,15461.98,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202010,12719.97,0.00,0.00,,1280.00,1280.00,3,九、房地产业
493,交流10kV,202011,12053.86,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202012,11707.12,0.00,0.00,,1280.00,1280.00,2,九、房地产业
493,交流10kV,202101,1587.71,4.76,1592.47,,1280.00,1280.00,4,九、房地产业
493,交流10kV,202102,11894.51,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202103,10466.15,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202104,11697.99,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202105,11278.26,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202106,11707.12,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202107,11698.00,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202108,12843.16,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202109,13495.91,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202110,13199.02,0.00,0.00,,1280.00,1280.00,1,九、房地产业
493,交流10kV,202111,11816.62,0.00,0.00,,1280.00,1280.00,1,九、房地产业
470,交流10kV,202112,1322.63,0.00,1322.63,2319.20,1008.00,1008.00,1,十一、公共服务及管理组织
494,交流10kV,202001,83.50,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202002,61.43,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202003,56.24,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202004,458.17,0.00,0.00,,64.00,64.00,4,二、工业
494,交流10kV,202005,1416.46,0.00,0.00,,64.00,64.00,4,二、工业
494,交流10kV,202006,348.27,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202007,1481.36,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202008,668.43,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202009,540.80,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202010,56.24,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202011,161.81,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202012,65.33,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202101,50.62,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202102,87.39,0.00,0.00,,64.00,64.00,1,二、工业
494,交流10kV,202103,56.24,0.00,0.00,,64.00,64.00,1,二、工业
494,交流10kV,202104,626.46,0.98,627.44,,64.00,64.00,2,二、工业
494,交流10kV,202105,1712.82,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202106,511.82,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202107,671.46,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202108,503.59,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202109,296.36,0.00,0.00,,64.00,64.00,2,二、工业
494,交流10kV,202110,56.24,0.00,0.00,,64.00,64.00,1,二、工业
494,交流10kV,202111,266.07,0.00,0.00,,64.00,64.00,1,二、工业
99,交流10kV,202112,1325.06,0.00,1325.06,2228.80,128.00,128.00,1,二、工业
495,交流10kV,202001,8018.87,0.00,0.00,,1008.00,1008.00,4,九、房地产业
495,交流10kV,202002,6474.96,0.00,0.00,,1008.00,1008.00,4,九、房地产业
495,交流10kV,202003,5631.82,0.00,0.00,,1008.00,1008.00,4,九、房地产业
495,交流10kV,202004,7080.85,0.00,0.00,,1008.00,1008.00,2,九、房地产业
495,交流10kV,202005,6807.10,0.00,0.00,,1008.00,1008.00,2,九、房地产业
495,交流10kV,202006,7263.34,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202007,7066.24,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202008,7398.38,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202009,9617.54,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202010,7299.84,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202011,7318.09,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202012,6810.75,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202101,938.03,0.00,0.00,,1008.00,1008.00,2,九、房地产业
495,交流10kV,202102,7701.34,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202103,6766.95,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202104,8000.62,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202105,7613.73,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202106,7916.67,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202107,8095.53,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202108,10880.41,10.88,10891.29,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202109,9164.95,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202110,7821.78,0.00,0.00,,1008.00,1008.00,1,九、房地产业
495,交流10kV,202111,7840.02,0.00,0.00,,1008.00,1008.00,1,九、房地产业
962,交流10kV,202112,1332.10,0.00,1332.10,2463.20,40.00,40.00,2,一、农、林、牧、渔业
496,交流10kV,202001,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202002,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202003,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202004,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202005,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202006,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202007,0.00,0.00,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202008,573.68,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202009,2055.63,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
496,交流10kV,202010,1448.14,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
496,交流10kV,202011,938.93,7.51,946.44,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202012,602.81,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202101,262.54,2.10,264.65,,80.00,80.00,2,一、农、林、牧、渔业
496,交流10kV,202102,638.76,2.55,641.31,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202103,659.40,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202104,630.14,5.04,635.18,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202105,1029.86,4.12,1033.98,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202106,1399.83,11.20,1411.03,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202107,942.97,3.77,946.74,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202108,1307.44,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202109,1083.42,2.17,1085.58,,80.00,80.00,1,一、农、林、牧、渔业
496,交流10kV,202110,,,0.00,,80.00,80.00,,一、农、林、牧、渔业
496,交流10kV,202111,893.14,5.36,898.50,,80.00,80.00,1,一、农、林、牧、渔业
70,交流10kV,202112,1337.18,0.00,1337.18,2480.00,128.00,128.00,2,一、农、林、牧、渔业
497,交流10kV,202001,8310.87,0.00,0.00,,1600.00,1600.00,4,九、房地产业
497,交流10kV,202002,8409.41,0.00,0.00,,1600.00,1600.00,4,九、房地产业
497,交流10kV,202003,7560.81,0.00,0.00,,1600.00,1600.00,4,九、房地产业
497,交流10kV,202004,8710.54,0.00,0.00,,1600.00,1600.00,2,九、房地产业
497,交流10kV,202005,7861.93,0.00,0.00,,1600.00,1600.00,2,九、房地产业
497,交流10kV,202006,8042.60,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202007,7522.49,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202008,8491.54,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202009,14782.18,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202010,9433.22,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202011,8480.59,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202012,8896.68,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202101,1379.67,0.00,0.00,,1600.00,1600.00,2,九、房地产业
497,交流10kV,202102,9000.70,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202103,7604.61,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202104,8075.45,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202105,7659.36,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202106,7955.00,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202107,8316.34,0.00,0.00,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202108,11809.31,11.81,11821.12,,1600.00,1600.00,1,九、房地产业
497,交流10kV,202109,10128.53,0.00,0.00,,1600.00,1600.00,2,九、房地产业
497,交流10kV,202110,8442.26,0.00,0.00,,1600.00,1600.00,2,九、房地产业
497,交流10kV,202111,8562.71,0.00,0.00,,1600.00,1600.00,1,九、房地产业
788,交流10kV,202112,1335.14,8.01,1343.15,1332.80,400.00,400.00,1,一、农、林、牧、渔业
498,交流10kV,202001,4931.04,0.00,0.00,,1008.00,1008.00,2,九、房地产业
498,交流10kV,202002,3759.42,0.00,0.00,,1008.00,1008.00,4,九、房地产业
498,交流10kV,202003,3872.57,0.00,0.00,,1008.00,1008.00,2,九、房地产业
498,交流10kV,202004,4350.70,0.00,0.00,,1008.00,1008.00,2,九、房地产业
498,交流10kV,202005,4146.31,0.00,0.00,,1008.00,1008.00,2,九、房地产业
498,交流10kV,202006,4011.26,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202007,3854.31,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202008,4635.40,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202009,4996.74,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202010,5347.14,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202011,4014.91,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202012,4602.54,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202101,616.84,0.00,0.00,,1008.00,1008.00,2,九、房地产业
498,交流10kV,202102,4733.94,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202103,4164.56,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202104,4653.65,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202105,4306.91,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202106,4336.10,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202107,4106.16,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202108,4876.30,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202109,4872.64,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202110,4540.50,0.00,0.00,,1008.00,1008.00,1,九、房地产业
498,交流10kV,202111,4690.14,0.00,0.00,,1008.00,1008.00,1,九、房地产业
465,交流10kV,202112,1360.66,0.00,1360.66,2516.00,24.00,24.00,2,一、农、林、牧、渔业
499,交流10kV,202001,3786.79,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202002,3200.52,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202003,2516.16,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202004,2929.06,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202005,2922.22,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202006,3449.17,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202007,3996.66,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202008,3695.54,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202009,3599.74,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202010,4087.91,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202011,3362.49,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202012,3360.21,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202101,3218.78,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202102,3763.98,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202103,3072.78,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202104,3697.83,0.00,0.00,,640.00,640.00,2,九、房地产业
499,交流10kV,202105,3503.92,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202106,3953.32,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202107,3679.58,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202108,4564.68,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202109,4247.60,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202110,3262.12,0.00,0.00,,640.00,640.00,1,九、房地产业
499,交流10kV,202111,3398.99,0.00,0.00,,640.00,640.00,1,九、房地产业
368,交流10kV,202112,1362.34,0.00,1362.34,2388.80,128.00,128.00,1,十一、公共服务及管理组织
500,交流10kV,202001,2365.15,0.00,0.00,,64.00,64.00,4,十一、公共服务及管理组织
500,交流10kV,202002,2430.85,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202003,1826.33,0.00,0.00,,64.00,64.00,4,十一、公共服务及管理组织
500,交流10kV,202004,1496.92,0.00,0.00,,64.00,64.00,4,十一、公共服务及管理组织
500,交流10kV,202005,1119.16,0.00,0.00,,64.00,64.00,6,十一、公共服务及管理组织
500,交流10kV,202006,917.50,0.00,0.00,,64.00,64.00,1,十一、公共服务及管理组织
500,交流10kV,202007,986.85,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202008,1269.71,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202009,1720.02,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202010,1459.51,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202011,1297.54,1.30,1298.84,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202012,1627.41,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202101,221.74,0.00,0.00,,64.00,64.00,3,十一、公共服务及管理组织
500,交流10kV,202102,2391.15,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202103,1771.58,1.77,1773.34,,64.00,64.00,1,十一、公共服务及管理组织
500,交流10kV,202104,1640.64,4.92,1645.56,,64.00,64.00,1,十一、公共服务及管理组织
500,交流10kV,202105,1321.73,0.97,1322.70,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202106,1140.14,0.00,0.00,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202107,1130.10,1.31,1131.42,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202108,1624.67,1.62,1626.30,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202109,1324.46,1.32,1325.78,,64.00,64.00,2,十一、公共服务及管理组织
500,交流10kV,202110,1867.85,3.18,1871.03,,64.00,64.00,1,十一、公共服务及管理组织
500,交流10kV,202111,1408.42,4.21,1412.62,,64.00,64.00,2,十一、公共服务及管理组织
876,交流10kV,202112,1363.20,0.00,1363.20,1603.20,80.00,80.00,2,B、城乡居民生活用电合计
501,交流10kV,202001,13650.70,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202002,16537.79,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202003,12354.98,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202004,11650.54,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202005,11818.45,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202006,12559.38,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202007,15347.91,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202008,20541.75,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202009,38167.22,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202010,19297.16,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202011,18651.10,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202012,22074.72,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202101,18589.04,0.00,0.00,,1008.00,1008.00,2,九、房地产业
501,交流10kV,202102,21574.67,151.02,21725.70,,1008.00,1008.00,,九、房地产业
501,交流10kV,202103,15614.36,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202104,16161.85,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202105,13778.45,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202106,14056.14,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202107,17096.22,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202108,28257.68,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202109,26177.22,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202110,20771.69,0.00,0.00,,1008.00,1008.00,1,九、房地产业
501,交流10kV,202111,16300.54,0.00,0.00,,1008.00,1008.00,1,九、房地产业
23,交流10kV,202112,1363.25,0.00,1363.25,2390.40,160.00,160.00,1,十一、公共服务及管理组织
502,交流10kV,202001,11976.94,0.00,0.00,,1280.00,1280.00,2,九、房地产业
502,交流10kV,202002,10525.78,0.00,0.00,,1280.00,1280.00,,九、房地产业
502,交流10kV,202003,9184.11,0.00,0.00,,1280.00,1280.00,2,九、房地产业
502,交流10kV,202004,9964.33,0.00,0.00,,1280.00,1280.00,2,九、房地产业
502,交流10kV,202005,9644.95,0.00,0.00,,1280.00,1280.00,2,九、房地产业
502,交流10kV,202006,12605.96,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202007,16625.43,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202008,15904.58,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202009,17583.54,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202010,13075.88,0.00,0.00,,1280.00,1280.00,,九、房地产业
502,交流10kV,202011,11670.67,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202012,11556.60,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202101,1410.11,0.00,0.00,,1280.00,1280.00,2,九、房地产业
502,交流10kV,202102,11684.64,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202103,11032.19,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202104,10972.90,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202105,10612.45,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202106,11332.25,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202107,12051.22,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202108,12812.52,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202109,12105.45,0.00,0.00,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202110,12343.55,0.80,12344.35,,1280.00,1280.00,1,九、房地产业
502,交流10kV,202111,11798.37,0.80,11799.17,,1280.00,1280.00,1,九、房地产业
211,交流10kV,202112,1366.83,0.00,1366.83,1677.60,200.00,200.00,1,一、农、林、牧、渔业
503,交流10kV,202001,4195.89,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202002,4294.13,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202003,3706.50,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202004,3628.06,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202005,6095.37,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202006,8091.87,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202007,8601.07,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202008,9933.26,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202009,11893.26,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202010,8374.78,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202011,6858.20,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202012,6792.50,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202101,1432.90,0.80,1433.70,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202102,10701.57,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202103,6478.61,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202104,7471.69,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202105,6164.71,0.00,0.00,,252.00,252.00,2,十一、公共服务及管理组织
503,交流10kV,202106,6365.46,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202107,6920.55,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202108,8756.16,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202109,8872.95,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202110,7152.35,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
503,交流10kV,202111,6245.02,0.00,0.00,,252.00,252.00,1,十一、公共服务及管理组织
803,交流10kV,202112,1370.54,0.00,1370.54,2075.20,200.00,200.00,1,一、农、林、牧、渔业
504,交流10kV,202001,645.77,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202002,263.74,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202003,123.62,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202004,1252.75,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202005,257.58,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202006,131.87,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
504,交流10kV,202007,24197.87,0.00,0.00,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202008,140841.27,0.00,0.00,,1344.00,1344.00,7,一、农、林、牧、渔业
504,交流10kV,202009,286.54,0.00,0.00,,1344.00,1344.00,3,一、农、林、牧、渔业
504,交流10kV,202010,13994.54,0.00,0.00,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202011,11225.30,14.54,11239.85,,1344.00,1344.00,6,一、农、林、牧、渔业
504,交流10kV,202012,1870.88,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
504,交流10kV,202101,1358.25,0.00,0.00,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202102,3646.12,0.00,0.00,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202103,1942.58,0.00,0.00,,1344.00,1344.00,2,一、农、林、牧、渔业
504,交流10kV,202104,5449.43,0.00,0.00,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202105,1244.93,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
504,交流10kV,202106,131.87,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
504,交流10kV,202107,11431.34,11.59,11442.94,,1344.00,1344.00,4,一、农、林、牧、渔业
504,交流10kV,202108,22458.85,12.83,22471.68,,1344.00,1344.00,5,一、农、林、牧、渔业
504,交流10kV,202109,19104.45,10.94,19115.39,,1344.00,1344.00,6,一、农、林、牧、渔业
504,交流10kV,202110,321.42,0.00,0.00,,1344.00,1344.00,,一、农、林、牧、渔业
504,交流10kV,202111,5604.89,0.00,0.00,,1344.00,1344.00,1,一、农、林、牧、渔业
423,交流10kV,202112,1390.62,0.00,1390.62,2438.40,400.00,400.00,1,九、房地产业
505,交流10kV,202001,510.64,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202002,439.94,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202003,512.54,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202004,446.81,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202005,434.04,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202006,4687.56,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202007,6344.38,0.00,0.00,,200.00,200.00,3,一、农、林、牧、渔业
505,交流10kV,202008,41031.29,0.00,0.00,,200.00,200.00,5,一、农、林、牧、渔业
505,交流10kV,202009,450.06,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202010,2800.13,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202011,2205.73,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202012,439.14,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202101,702.46,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
505,交流10kV,202102,1160.52,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202103,656.29,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202104,1977.27,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202105,663.51,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
505,交流10kV,202106,468.16,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
